transaction_id,client_id,montant,heure,jour_semaine,categorie,pays,canal,est_fraude,timestamp,delta_transaction,nb_transactions_24h,montant_moyen_30j
TXN0070551,4048,210.87,21,5,alimentation,ES,mobile,0,2024-03-30 08:47:15,157,6,310.41
TXN0054374,6630,14.29,11,4,transport,MA,carte_physique,0,2024-03-04 06:16:17,2949,5,21.59
TXN0039691,9777,227.73,16,4,transport,MA,mobile,0,2024-02-12 11:48:18,4928,0,450.65
TXN0093702,7664,120.73,14,1,sante,US,en_ligne,0,2024-06-24 09:45:57,808,3,208.03
TXN0073691,4306,96.43,6,0,alimentation,MA,carte_physique,0,2024-01-19 00:51:44,615,5,102.0
TXN0098070,12386,26.72,17,2,transport,MA,carte_physique,0,2024-02-01 18:00:01,584,5,50.97
TXN0000575,4753,44.65,20,4,alimentation,FR,carte_physique,0,2024-05-26 19:27:30,11260,4,56.71
TXN0084610,13741,50.31,18,1,alimentation,MA,en_ligne,0,2024-02-19 18:51:05,3742,0,76.41
TXN0061769,2544,81.95,6,1,alimentation,FR,mobile,0,2024-01-08 13:59:18,4088,0,116.49
TXN0032260,2662,15.76,12,6,loisirs,MA,mobile,0,2024-01-27 18:19:05,2045,3,26.25
TXN0082199,10292,147.87,13,0,loisirs,MA,mobile,0,2024-05-27 07:52:58,1794,0,95.8
TXN0036290,8122,49.77,8,4,sante,MA,mobile,0,2024-04-18 12:38:25,851,2,63.67
TXN0078449,513,48.64,11,0,transport,GB,en_ligne,0,2024-01-11 03:10:34,11616,2,94.78
TXN0060055,4822,262.33,21,5,alimentation,MA,carte_physique,0,2024-01-25 17:26:44,2761,2,371.65
TXN0045948,13431,78.43,18,4,transport,US,en_ligne,0,2024-05-25 05:55:40,949,2,89.22
TXN0028177,1489,91.48,21,1,alimentation,FR,en_ligne,0,2024-04-17 08:57:04,313,0,81.19
TXN0084463,989,18.49,15,6,alimentation,FR,carte_physique,0,2024-02-06 01:42:17,204,5,15.8
TXN0000578,14099,1.07,16,4,voyage,MA,en_ligne,0,2024-01-08 11:36:43,6016,3,1.17
TXN0030959,5780,29.83,10,1,tech,MA,carte_physique,0,2024-04-14 21:37:25,1785,3,28.63
TXN0064290,9921,60.03,11,4,transport,FR,en_ligne,0,2024-04-03 09:41:53,185,5,100.46
TXN0014531,7864,68.74,11,6,alimentation,US,carte_physique,0,2024-05-12 12:41:24,2484,2,72.52
TXN0017933,10720,128.21,16,5,divers,GB,mobile,0,2024-02-29 09:35:11,2682,4,97.63
TXN0033608,7817,77.22,6,5,tech,MA,carte_physique,0,2024-02-07 05:17:00,7593,4,62.88
TXN0049959,70,100.26,6,0,voyage,MA,carte_physique,0,2024-04-26 12:34:44,2532,2,80.41
TXN0066598,2187,34.58,13,6,tech,MA,carte_physique,0,2024-04-09 06:26:33,1860,2,43.5
TXN0099089,4766,14.8,21,3,voyage,US,carte_physique,0,2024-05-31 18:39:37,141,3,16.71
TXN0034451,7748,18.94,21,2,alimentation,ES,carte_physique,0,2024-04-11 23:19:23,2698,1,36.68
TXN0034080,3941,213.3,21,6,alimentation,MA,carte_physique,0,2024-02-13 15:53:03,2516,3,168.22
TXN0063587,9908,55.29,15,4,transport,FR,carte_physique,0,2024-06-26 01:56:20,2288,3,98.63
TXN0004293,8612,3.15,14,4,sante,ES,carte_physique,0,2024-03-05 05:24:06,1396,9,2.45
TXN0069102,1446,15.22,22,3,loisirs,MA,carte_physique,0,2024-01-01 05:14:39,5707,4,27.47
TXN0086411,4419,137.64,16,3,tech,MA,en_ligne,0,2024-06-08 18:39:55,3578,3,147.48
TXN0099476,12981,19.46,18,6,tech,US,mobile,0,2024-05-30 19:38:18,1309,4,30.37
TXN0053929,7474,40.94,17,3,loisirs,MA,mobile,0,2024-04-04 03:10:47,3861,4,59.2
TXN0087070,2855,57.58,10,4,voyage,US,en_ligne,0,2024-01-27 12:23:08,2269,6,31.1
TXN0065083,5456,104.75,15,0,sante,ES,en_ligne,0,2024-04-26 06:07:02,3371,2,147.82
TXN0030712,11699,237.02,17,6,alimentation,MA,mobile,0,2024-04-04 18:46:05,1584,5,370.7
TXN0049182,4172,57.35,19,3,sante,FR,mobile,0,2024-06-19 21:16:39,8574,0,41.98
TXN0057234,5856,216.27,14,1,transport,FR,carte_physique,0,2024-05-24 05:48:20,1625,2,339.69
TXN0015663,10789,352.27,9,6,transport,MA,mobile,0,2024-02-25 19:40:07,103,2,488.62
TXN0019966,5631,141.69,11,3,transport,MA,en_ligne,0,2024-06-18 12:15:26,1057,2,155.77
TXN0091912,14184,59.42,6,4,voyage,MA,en_ligne,0,2024-01-20 08:20:35,4199,3,113.54
TXN0091957,8421,261.89,9,2,alimentation,ES,mobile,0,2024-06-06 08:28:27,4875,4,172.43
TXN0081346,1361,140.03,22,4,divers,ES,mobile,0,2024-02-23 23:07:20,2383,3,231.69
TXN0055325,12335,123.34,6,3,alimentation,FR,en_ligne,0,2024-05-23 06:38:47,491,6,168.71
TXN0029857,8393,16.92,8,6,alimentation,MA,carte_physique,0,2024-06-14 23:01:08,834,1,26.21
TXN0071222,6241,15.18,9,6,transport,GB,carte_physique,0,2024-01-16 23:40:16,2521,3,25.55
TXN0052458,5977,21.44,9,2,alimentation,FR,carte_physique,0,2024-04-20 05:05:27,1193,1,36.14
TXN0088345,11941,124.86,15,3,alimentation,MA,carte_physique,0,2024-02-14 05:53:33,3923,0,209.42
TXN0082363,10948,41.5,13,4,alimentation,MA,en_ligne,0,2024-05-09 22:17:29,9161,3,67.75
TXN0065349,2724,41.41,18,2,sante,MA,en_ligne,0,2024-05-03 07:54:50,220,3,79.19
TXN0059649,2907,32.85,19,2,alimentation,MA,carte_physique,0,2024-03-03 22:16:11,1606,1,57.22
TXN0044952,9126,336.98,19,0,transport,ES,en_ligne,0,2024-06-04 16:16:15,4092,2,454.93
TXN0039525,10664,190.9,20,2,transport,GB,carte_physique,0,2024-05-06 01:09:16,182,4,353.91
TXN0013935,13949,56.74,19,3,alimentation,FR,carte_physique,0,2024-01-09 06:44:20,1164,6,36.71
TXN0093780,3865,78.33,22,1,loisirs,MA,en_ligne,0,2024-03-24 14:40:37,1971,1,123.92
TXN0089884,2253,110.38,13,4,divers,MA,en_ligne,0,2024-04-21 12:28:38,1299,3,105.86
TXN0081143,2900,17.83,16,5,voyage,FR,carte_physique,0,2024-06-09 22:42:20,947,3,31.38
TXN0095799,8902,11.11,11,3,transport,MA,mobile,0,2024-04-17 21:43:22,3019,0,9.04
TXN0089404,2686,18.59,11,1,sante,FR,carte_physique,0,2024-01-12 20:35:35,3206,3,25.81
TXN0055223,4175,132.54,9,4,alimentation,MA,carte_physique,0,2024-06-23 11:10:59,2389,2,181.34
TXN0073645,10330,102.28,17,1,sante,ES,en_ligne,0,2024-04-02 21:37:03,4797,2,193.93
TXN0066293,11686,114.62,8,3,loisirs,FR,carte_physique,0,2024-04-02 06:59:38,1907,4,131.56
TXN0065539,14051,108.47,15,0,transport,MA,carte_physique,0,2024-03-02 12:03:23,3878,2,168.86
TXN0028110,11234,77.48,13,1,alimentation,MA,mobile,0,2024-05-19 02:26:34,588,3,136.52
TXN0041928,3523,148.85,20,4,alimentation,MA,en_ligne,0,2024-06-06 22:53:34,94,2,132.28
TXN0086546,5318,40.18,14,5,loisirs,MA,carte_physique,0,2024-06-20 11:12:51,483,3,37.54
TXN0082585,8237,135.64,6,3,divers,MA,carte_physique,0,2024-04-13 01:02:03,575,2,179.58
TXN0038603,8176,23.91,8,1,divers,FR,carte_physique,0,2024-06-12 09:36:01,1931,1,29.83
TXN0091657,6350,96.76,20,0,alimentation,FR,mobile,0,2024-04-02 22:31:18,1484,5,155.59
TXN0062786,11507,193.83,18,4,tech,MA,mobile,0,2024-02-20 22:42:06,187,2,172.19
TXN0084340,5944,244.34,13,4,tech,FR,mobile,0,2024-02-01 18:21:52,762,1,379.36
TXN0039874,12837,206.65,17,4,sante,FR,carte_physique,0,2024-05-22 08:34:44,1846,2,278.57
TXN0078468,5560,6.35,10,4,voyage,MA,en_ligne,0,2024-04-25 20:04:01,2434,4,9.22
TXN0031631,13066,59.11,6,5,loisirs,FR,carte_physique,0,2024-01-03 03:44:13,2114,2,91.15
TXN0014952,265,12.29,16,1,tech,ES,carte_physique,0,2024-02-28 13:45:14,5795,0,12.12
TXN0039331,8137,5.23,16,4,transport,MA,carte_physique,0,2024-05-25 01:15:21,3812,4,5.42
TXN0048587,11260,47.99,17,1,alimentation,MA,carte_physique,0,2024-03-15 17:41:12,3776,4,30.24
TXN0083594,14281,17.81,11,5,alimentation,GB,en_ligne,0,2024-05-11 03:00:04,1290,6,25.0
TXN0041487,12337,140.85,19,4,loisirs,MA,carte_physique,0,2024-02-17 14:32:32,8672,7,279.08
TXN0039627,11461,24.85,6,1,divers,MA,carte_physique,0,2024-02-06 11:35:29,315,4,31.8
TXN0087894,2066,69.95,7,1,loisirs,MA,en_ligne,0,2024-06-07 04:06:29,2859,1,58.26
TXN0026303,4791,81.19,14,6,alimentation,MA,carte_physique,0,2024-06-12 11:54:20,11721,3,43.1
TXN0067403,3017,71.87,9,3,tech,FR,en_ligne,0,2024-04-25 15:10:43,541,2,56.9
TXN0098084,10614,195.9,6,3,loisirs,FR,en_ligne,0,2024-03-13 18:43:12,3422,2,324.84
TXN0095601,6044,131.37,10,5,transport,MA,carte_physique,0,2024-04-15 02:34:14,2606,4,183.51
TXN0005019,8708,49.57,20,5,alimentation,MA,mobile,0,2024-04-26 14:42:36,5706,3,73.46
TXN0005223,2452,27.1,18,1,alimentation,MA,carte_physique,0,2024-03-12 02:32:31,16,2,50.7
TXN0015780,10303,74.58,11,6,alimentation,MA,carte_physique,0,2024-05-18 12:30:35,3663,4,81.31
TXN0045556,7106,76.88,8,1,tech,MA,carte_physique,0,2024-06-14 08:59:05,2278,3,150.3
TXN0012896,11163,130.85,11,1,tech,MA,en_ligne,0,2024-06-15 15:18:14,4980,1,200.38
TXN0034304,14948,61.54,8,3,transport,MA,en_ligne,0,2024-01-28 12:22:42,982,1,34.93
TXN0093322,6591,8.82,12,4,alimentation,MA,carte_physique,0,2024-01-22 00:19:12,6156,3,11.21
TXN0005324,3253,35.0,18,4,tech,FR,en_ligne,0,2024-06-19 19:47:40,165,8,41.2
TXN0052925,12487,17.88,15,3,transport,MA,en_ligne,0,2024-03-10 21:48:17,4539,0,27.58
TXN0062864,1494,80.29,7,1,sante,ES,en_ligne,0,2024-06-05 13:33:51,3354,5,122.69
TXN0008018,3125,126.88,16,6,alimentation,FR,carte_physique,0,2024-06-25 22:02:20,809,4,128.03
TXN0082944,14352,18.88,8,6,transport,FR,en_ligne,0,2024-02-15 22:11:23,1675,0,13.2
TXN0090376,11049,252.01,13,5,sante,MA,carte_physique,0,2024-06-18 05:33:12,2719,2,437.93
TXN0041720,14511,74.54,10,0,loisirs,DE,mobile,0,2024-04-09 14:34:49,5070,4,134.51
TXN0000866,12478,20.06,15,1,divers,MA,carte_physique,0,2024-05-29 09:47:29,2248,3,21.76
TXN0098443,13215,225.33,17,4,alimentation,GB,mobile,0,2024-03-04 18:41:24,394,0,272.68
TXN0083039,5852,20.75,22,1,tech,FR,en_ligne,0,2024-03-14 10:52:01,6035,4,33.97
TXN0013924,11529,13.02,20,5,alimentation,FR,mobile,0,2024-03-16 15:19:53,641,2,8.71
TXN0079892,14249,2.03,14,3,loisirs,MA,carte_physique,0,2024-01-10 17:02:23,97,4,1.7
TXN0031183,3238,31.75,7,2,loisirs,MA,en_ligne,0,2024-04-30 01:18:37,633,5,57.78
TXN0013799,799,178.13,7,2,transport,FR,en_ligne,0,2024-01-15 10:08:41,1513,4,238.77
TXN0040988,2665,129.57,17,1,transport,MA,en_ligne,0,2024-04-21 02:36:48,2672,2,181.03
TXN0066733,6520,177.86,8,5,alimentation,MA,en_ligne,0,2024-05-14 21:36:16,5877,3,199.25
TXN0078330,5328,97.48,10,5,alimentation,MA,carte_physique,0,2024-02-23 20:26:22,7412,1,119.47
TXN0024378,8984,67.13,14,0,alimentation,FR,en_ligne,0,2024-06-15 21:18:57,2049,2,109.71
TXN0023414,4261,149.47,19,0,alimentation,GB,mobile,0,2024-01-19 08:14:30,10780,2,109.8
TXN0097559,14370,150.81,19,6,alimentation,FR,carte_physique,0,2024-01-10 07:26:32,1000,3,214.69
TXN0022992,11717,275.82,16,5,loisirs,MA,carte_physique,0,2024-05-25 18:50:56,3646,4,227.78
TXN0003231,6037,32.91,22,3,sante,MA,carte_physique,0,2024-05-28 21:19:28,5713,1,28.77
TXN0041995,14118,114.1,16,5,loisirs,ES,carte_physique,0,2024-01-08 07:15:01,6364,3,165.11
TXN0049187,9053,18.84,16,3,transport,MA,mobile,0,2024-01-28 00:02:53,19205,2,11.97
TXN0022514,13889,12.01,8,0,transport,ES,en_ligne,0,2024-02-12 11:39:07,3848,4,17.71
TXN0021325,14179,99.82,10,1,transport,ES,carte_physique,0,2024-02-18 22:42:35,3947,2,126.38
TXN0086233,13411,85.62,11,0,divers,ES,mobile,0,2024-05-29 19:09:11,11537,0,86.41
TXN0088126,11997,119.64,13,4,loisirs,MA,carte_physique,0,2024-02-27 18:34:17,5279,2,95.39
TXN0029823,4408,153.3,17,1,divers,GB,carte_physique,0,2024-04-17 21:17:57,1445,5,105.73
TXN0092484,8563,150.01,13,3,alimentation,ES,carte_physique,0,2024-04-11 00:47:41,2144,4,138.48
TXN0068424,2225,50.03,11,1,transport,MA,carte_physique,0,2024-05-05 12:45:40,1784,2,29.85
TXN0064483,1475,97.51,8,2,transport,MA,carte_physique,0,2024-01-05 11:01:17,3079,1,111.92
TXN0051019,4959,36.75,19,2,alimentation,MA,mobile,0,2024-05-25 15:24:53,1417,1,24.35
TXN0026753,13429,192.58,12,3,transport,ES,mobile,0,2024-05-10 01:00:25,3348,3,280.76
TXN0049963,10569,16.47,18,2,alimentation,GB,en_ligne,0,2024-04-27 19:26:25,7140,3,8.67
TXN0042731,12060,53.7,11,4,voyage,MA,mobile,0,2024-03-24 15:29:30,1179,1,63.11
TXN0029056,11881,44.12,19,6,alimentation,MA,carte_physique,0,2024-04-06 04:23:48,459,6,83.67
TXN0055317,9647,45.04,15,4,transport,MA,en_ligne,0,2024-05-30 23:07:13,4605,2,84.29
TXN0035496,8911,3.39,20,4,loisirs,MA,mobile,0,2024-03-13 16:08:15,2363,3,4.95
TXN0056337,10492,153.85,16,0,transport,DE,mobile,0,2024-04-11 19:09:12,6713,1,251.87
TXN0079277,10501,47.95,11,3,transport,MA,mobile,0,2024-01-09 16:08:44,16422,1,32.84
TXN0005464,7107,34.02,22,3,transport,MA,carte_physique,0,2024-04-26 06:29:58,8039,1,54.63
TXN0070155,4927,10.32,18,5,loisirs,MA,carte_physique,0,2024-01-14 21:04:11,6894,5,15.26
TXN0070669,10959,42.08,21,4,loisirs,MA,en_ligne,0,2024-03-10 18:06:52,353,2,60.43
TXN0056013,2628,164.36,21,1,loisirs,MA,carte_physique,0,2024-02-19 10:55:20,271,4,98.91
TXN0012085,14606,4.81,7,2,alimentation,ES,carte_physique,0,2024-01-12 14:56:00,3409,2,2.75
TXN0056818,11225,41.62,12,4,loisirs,MA,carte_physique,0,2024-03-18 05:55:39,2599,7,62.5
TXN0020000,4077,183.59,9,3,sante,MA,en_ligne,0,2024-06-19 15:55:37,5691,2,349.37
TXN0069066,10179,8.29,21,1,alimentation,MA,carte_physique,0,2024-05-18 15:34:50,10354,3,12.93
TXN0050452,142,147.98,13,4,loisirs,GB,carte_physique,0,2024-06-02 20:03:01,1339,3,204.75
TXN0090709,13413,33.25,9,3,transport,MA,mobile,0,2024-01-16 16:21:39,1452,7,42.04
TXN0052884,10831,51.22,11,3,alimentation,MA,carte_physique,0,2024-01-01 06:05:45,1127,5,76.02
TXN0030963,354,25.55,14,5,sante,MA,mobile,0,2024-05-25 18:50:13,2819,4,19.6
TXN0034573,9232,13.38,11,6,loisirs,MA,carte_physique,0,2024-01-14 03:32:31,495,6,8.65
TXN0015294,13592,0.14,8,0,alimentation,FR,carte_physique,0,2024-01-25 16:23:12,3433,5,0.27
TXN0027918,541,18.87,17,4,alimentation,FR,carte_physique,0,2024-01-03 22:09:05,333,2,27.23
TXN0046120,27,28.39,12,6,loisirs,MA,en_ligne,0,2024-01-31 15:48:26,1965,2,47.26
TXN0035073,4702,39.6,7,4,tech,ES,carte_physique,0,2024-01-24 06:53:54,1437,1,38.52
TXN0010550,7980,49.69,7,6,voyage,DE,mobile,0,2024-02-23 17:29:00,946,4,33.6
TXN0091127,579,18.89,22,0,transport,ES,carte_physique,0,2024-03-21 20:06:12,334,2,26.03
TXN0000690,3374,258.84,14,2,sante,ES,carte_physique,0,2024-03-09 23:22:54,3026,2,475.21
TXN0077729,13388,103.33,20,5,transport,ES,carte_physique,0,2024-03-19 19:21:40,236,4,188.83
TXN0036096,78,52.77,10,3,alimentation,ES,carte_physique,0,2024-03-13 08:25:03,2005,4,89.39
TXN0065351,2023,30.46,15,1,tech,MA,carte_physique,0,2024-01-15 22:42:01,5097,2,26.65
TXN0011040,4869,21.59,8,2,alimentation,MA,mobile,0,2024-04-24 15:04:36,1933,2,34.09
TXN0004221,1160,23.19,14,6,loisirs,FR,carte_physique,0,2024-03-22 13:56:04,12401,2,16.52
TXN0000821,10579,23.41,18,3,alimentation,FR,carte_physique,0,2024-01-27 23:18:17,2786,3,12.56
TXN0038128,8772,137.54,22,1,sante,MA,carte_physique,0,2024-06-27 17:04:55,6136,2,189.47
TXN0089151,6573,135.56,22,6,alimentation,ES,en_ligne,0,2024-04-24 15:08:32,371,2,256.71
TXN0029231,8437,95.28,12,2,tech,ES,en_ligne,0,2024-06-10 10:04:01,7292,5,139.19
TXN0050556,6556,46.93,8,1,loisirs,MA,carte_physique,0,2024-02-19 07:54:09,6427,1,47.94
TXN0033684,6299,49.35,15,6,alimentation,MA,carte_physique,0,2024-01-24 14:18:40,8448,3,47.05
TXN0058753,5862,237.88,19,5,sante,FR,en_ligne,0,2024-04-09 23:54:00,8236,2,229.93
TXN0027022,1269,67.58,17,3,sante,ES,carte_physique,0,2024-06-09 13:35:57,6939,1,130.65
TXN0036905,6378,25.23,17,4,divers,GB,carte_physique,0,2024-03-11 20:41:37,13424,4,47.45
TXN0000270,12290,64.5,18,1,tech,MA,carte_physique,0,2024-04-14 00:59:02,1593,2,101.59
TXN0008866,2707,42.75,10,0,alimentation,MA,mobile,0,2024-04-08 01:52:12,1014,4,68.76
TXN0015006,8246,160.84,21,1,alimentation,MA,en_ligne,0,2024-06-21 15:55:44,5215,1,207.52
TXN0004688,1099,170.48,20,2,transport,MA,mobile,0,2024-02-08 08:23:40,8414,3,181.91
TXN0081995,4615,19.48,18,1,alimentation,FR,en_ligne,0,2024-04-11 17:47:45,3100,4,36.17
TXN0084372,2035,157.86,7,4,alimentation,ES,carte_physique,0,2024-06-16 14:23:15,6105,6,233.43
TXN0002514,13082,102.22,18,0,transport,MA,carte_physique,0,2024-02-18 15:56:37,7138,4,169.03
TXN0036399,8715,15.68,21,3,alimentation,GB,en_ligne,0,2024-06-19 05:43:46,768,0,29.67
TXN0038868,3,62.21,12,0,sante,MA,carte_physique,0,2024-02-11 11:00:32,2008,1,53.44
TXN0058244,9284,95.95,17,1,transport,FR,mobile,0,2024-05-21 18:52:40,3326,2,179.05
TXN0030409,2015,34.85,14,1,voyage,ES,en_ligne,0,2024-06-13 02:28:01,1342,0,24.28
TXN0054794,7699,62.09,15,0,transport,MA,carte_physique,0,2024-02-05 08:49:04,3592,1,89.42
TXN0019263,6195,88.63,21,1,transport,MA,carte_physique,0,2024-04-11 06:23:01,496,4,129.57
TXN0083909,8375,288.2,14,0,alimentation,US,en_ligne,0,2024-04-21 22:45:04,2196,3,433.93
TXN0026973,13897,33.73,20,2,loisirs,FR,carte_physique,0,2024-06-03 00:13:07,954,2,51.04
TXN0007129,4525,54.1,16,6,alimentation,MA,en_ligne,0,2024-01-09 21:06:26,530,3,48.32
TXN0007144,962,258.06,9,2,sante,MA,en_ligne,0,2024-01-17 04:10:27,944,2,419.63
TXN0045465,3260,42.29,6,2,alimentation,FR,carte_physique,0,2024-01-05 01:52:23,3299,6,50.99
TXN0001966,10617,18.08,13,0,alimentation,FR,carte_physique,0,2024-02-25 09:27:52,285,3,21.89
TXN0015152,2957,29.07,14,2,alimentation,MA,en_ligne,0,2024-05-06 01:27:57,766,4,34.51
TXN0019113,5163,28.72,8,2,tech,MA,carte_physique,0,2024-01-28 00:22:54,1078,5,56.13
TXN0076206,5857,9.4,14,4,alimentation,FR,en_ligne,0,2024-01-09 15:28:54,12182,2,6.3
TXN0032141,2437,79.15,12,4,divers,MA,carte_physique,0,2024-01-01 17:33:18,2189,5,117.28
TXN0021934,4577,26.09,8,4,loisirs,MA,carte_physique,0,2024-05-27 19:19:41,5743,2,27.37
TXN0040359,14409,203.87,19,3,alimentation,ES,en_ligne,0,2024-06-09 01:40:33,4313,4,358.45
TXN0053841,3772,9.2,15,0,transport,MA,en_ligne,0,2024-01-05 15:29:21,10822,2,8.27
TXN0009162,1300,90.17,20,1,alimentation,MA,carte_physique,0,2024-03-07 06:58:02,884,1,112.58
TXN0087843,8079,224.98,18,0,alimentation,MA,en_ligne,0,2024-02-01 20:34:54,9201,3,297.02
TXN0037629,2037,27.8,9,0,loisirs,MA,carte_physique,0,2024-06-16 12:01:05,5667,3,44.6
TXN0083304,14837,17.66,17,0,tech,FR,mobile,0,2024-03-11 01:46:17,1238,4,19.9
TXN0066269,13530,130.97,10,1,loisirs,FR,mobile,0,2024-06-24 08:43:59,900,1,88.14
TXN0034653,6807,112.24,18,4,loisirs,FR,en_ligne,0,2024-01-04 12:02:40,711,5,60.55
TXN0041962,6241,47.05,20,2,sante,FR,carte_physique,0,2024-03-04 04:08:46,13889,3,38.22
TXN0039590,5369,23.01,16,0,alimentation,ES,carte_physique,0,2024-02-11 16:14:25,3049,5,44.56
